3,460,9,St. Marienhospital Vechta gGmbH,St. Marienhospital - Stationäre Behandlung,Marienstraße,6-8,49377,vechta,04441 99-0,info@marienhospital-vechta.de,www.marienhospital-vechta.de,2,St. Marienhospital Vechta gGmbH,2,2,2,1,2,2,2,328,98.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,23.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vechta,52.7310691,8.2873162,38,12
3,462,19,Krankenhaus Wittmund gGmbH,Krankenhaus Wittmund,Dohuser Weg,10,26409,wittmund,04462 8602,info@kh-wtm.de,www.kh-wtm.de,1,Krankenhaus Wittmund gGmbH,2,1,2,2,2,2,2,168,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wittmund,53.5364786,7.7462334,44,9
5,158,24,Ev. Krankenhaus Mettmann GmbH,Ev. Krankenhaus Mettmann,Gartenstraße,4-8,40822,mettmann,02104 773-0,info@evk-mettmann.de,www.evk-mettmann.de,2,Evangelisches Krankenhaus Mettmann GmbH,2,2,2,2,2,2,2,245,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mettmann,51.2527778,6.9777778,27,4
5,166,32,Allgemeines Krankenhaus Viersen GmbH,Allgemeines Krankenhaus Viersen GmbH,Hoserkirchweg,63,41747,viersen,02162 104-0,info@akh-viersen.de,akh-viersen.de/,2,Allgemeines Krankenhaus Viersen GmbH,2,2,2,1,2,2,1,345,101.0,,,,,,,,,,,,,,,,,,,,55.0,,,,5.0,,,,,,,4.0,,,,,,40.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,31.0,,,,,,,,,,,,,24.0,,,,,42.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,viersen,51.2562118,6.3905476,27,1
5,166,32,LVR-Klinik für Orthopädie Viersen,LVR-Klinik für Orthopädie Viersen,Horionstraße,2,41749,viersen,02162 966-0,orthopaedie.viersen@lvr.de,www.orthopaedie-viersen.lvr.de,1,Landschaftsverband Rheinland KdöR,2,0,2,2,2,2,2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viersen,51.2562118,6.3905476,27,1
5,166,32,LVR-Klinik Mönchengladbach,"Johannisstraße 70, 41749 Viersen",Johannisstraße,70,41749,viersen,02166 618-0,klinik-mg@lvr.de,klinik-moenchengladbach.lvr.de,1,Landschaftsverband Rheinland KdöR,2,0,2,2,2,2,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viersen,51.2562118,6.3905476,27,1
5,166,32,LVR-Klinik Viersen,"Süchtelner Straße 208, 41747 Viersen",Süchtelner Straße,208,41747,viersen,02162 9631,klinik-viersen@lvr.de,klinik-viersen.lvr.de/de/nav_main/startseite.html,1,Landschaftsverband Rheinland KdöR,2,0,2,2,2,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viersen,51.2562118,6.3905476,27,1
5,166,32,LVR-Klinik Viersen,"Johannisstraße 70, 41749 Viersen",Johannisstraße,,41749,viersen,02162 9631,klinik-viersen@lvr.de,klinik-viersen.lvr.de/de/nav_main/startseite.html,1,Landschaftsverband Rheinland KdöR,2,0,2,2,2,2,2,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,114.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viersen,51.2562118,6.3905476,27,1
5,166,32,St. Irmgardis - Krankenhaus Süchteln GmbH,St. Irmgardis-Krankenhaus Süchteln,Tönisvorster Straße,26,41749,viersen,02162 899-0,verwaltung@st-irmgardis.de,www.st-irmgardis.de/startseite.html,2,St. Irmgardis-Krankenhaus Süchteln GmbH,2,1,2,2,2,2,2,185,62.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viersen,51.2562118,6.3905476,27,1
5,366,16,LVR-Klinik Bonn,"Gottfried-Disse-Straße 40, 53879 Euskirchen",Gottfried-Disse-Straße,40,53879,euskirchen,0228 551-1,klinik-bonn@lvr.de,klinik-bonn.lvr.de/de/nav_main/startseite.html,1,Landschaftsverband Rheinland KdöR,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,euskirchen,50.6612623,6.7871219,23,3
5,366,16,Marien-Hospital Euskirchen,Marien-Hospital Euskirchen,Gottfried-Disse-Straße,40,53879,euskirchen,02251 90-0,info@marien-hospital.com,www.marien-hospital.com,2,Marien-Hospital Euskirchen GmbH,2,2,2,2,2,2,2,380,39.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,37.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,6.0,14.0,,,56.0,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,,,,,,euskirchen,50.6612623,6.7871219,23,3
5,370,16,LVR-Klinik Viersen,"Tagesklinik - Genneper Straße 1, 52525 Heinsberg",Genneper Straße,1,52525,heinsberg,02162 9631,klinik-viersen@lvr.de,klinik-viersen.lvr.de/de/nav_main/startseite.html,1,Landschaftsverband Rheinland KdöR,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heinsberg,51.0654268,6.0984461,26,0
5,558,12,Christophorus-Kliniken,"Christophorus-Kliniken, Standort Coesfeld",Südring,41,48653,coesfeld,02541 89-0,info@ctc-coesfeld.de,christophorus-kliniken.de/,2,Christophorus-Kliniken GmbH,2,2,2,1,2,2,2,343,59.0,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,20.0,,,,45.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,72.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coesfeld,51.9458943,7.1691108,32,5
5,558,12,LWL-Klinik Marl-Sinsen Marl,LWL-Klinik Marl-Sinsen - Tagesklinik Coesfeld-,Dülmener Straße,21,48653,coesfeld,02365 802-0,lwl-klinik.marl@lwl.org,www.lwl-klinik-marl.de/de/,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,1,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coesfeld,51.9458943,7.1691108,32,5
5,570,52,Josephs-Hospital Warendorf,Josephs-Hospital Warendorf,Am Krankenhaus,2,48231,warendorf,02581 20-0,info@jhwaf.de,www.jhwaf.de,2,Stiftung Josephs-Hospital Warendorf,2,2,2,2,2,2,2,241,76.0,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,50.0,,,,,,,,,,,,,13.0,,,,,10.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warendorf,51.9532449,7.9912335,32,10
5,570,52,LWL-Universitätsklinik Hamm der Ruhr-Uni Bochum,LWL-Tagesklinik Warendorf,Rosenstraße,21,48231,warendorf,02381 893-0,lwl-uk-hamm@lwl.org,www.lwl-uk-hamm.de/de/,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,1,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warendorf,51.9532449,7.9912335,32,10
5,570,52,St. Rochus-Hospital Telgte GmbH,Tagesklinik Warendorf,Von-Ketteler-Straße,39,48231,warendorf,02504 60-0,info@srh-telgte.de,www.srh-telgte.de,2,St. Rochus-Hospital Telgte GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warendorf,51.9532449,7.9912335,32,10
5,754,8,Klinikum Gütersloh gGmbH,Klinikum Gütersloh gGmbH,Reckenberger Straße,19,33332,gütersloh,05241 83-00,info@klinikum-guetersloh.de,www.klinikum-guetersloh.de,1,Klinikum Gütersloh gGmbH,2,2,2,2,2,2,2,410,50.0,,,,,,,,,,,,,,,,,,,,65.0,,,,40.0,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,30.0,15.0,,,,,,,,,,35.0,,,,,30.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,gütersloh,51.9063997,8.3782078,32,12
5,754,8,LWL-Klinikum Gütersloh,LWL Klinikum Gütersloh,Buxelstraße,50,33334,gütersloh,05241 502-0,info@lwl-klinik-guetersloh.de,www.lwl-klinikum-guetersloh.de/de/,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,1,2,2,333,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,243.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gütersloh,51.9063997,8.3782078,32,12
5,754,8,LWL-Universitätsklinik Hamm der Ruhr-Uni Bochum,LWL-Tagesklinik Gütersloh,Im Füchtei,148,33334,gütersloh,02381 893-0,lwl-uk-hamm@lwl.org,www.lwl-uk-hamm.de/de/,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,1,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gütersloh,51.9063997,8.3782078,32,12
5,754,8,St. Elisabeth-Hospital GmbH,Sankt Elisabeth Hospital Gütersloh,Stadtring Kattenstroth,130,33332,gütersloh,05241 507-0,kontakt@sankt-elisabeth-hoispital.de,www.sankt-elisabeth-hospital.de/startseite.html,2,Katholische Hospitalvereinigung Ostwestfalen gGmbH,2,2,2,2,2,2,2,331,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,3.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gütersloh,51.9063997,8.3782078,32,12
5,758,12,Katholische Hospitalvereinigung Ostwestfalen gGmbH Bielefeld,Mathilden Hospital,Renntormauer,1-3,32052,herford,0521 589-0,info@kho-bielefeld.de,kho-bielefeld.de/,2,Katholische Hospitalvereinigung Ostwestfalen gGmbH,2,1,2,2,2,2,2,166,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herford,52.1152245,8.6711118,33,14
5,758,12,Klinikum Herford AöR,Tagesklinik Herford,Unter den Linden,41,32052,herford,05221 94-0,info@klinikum-herford.de,www.klinikum-herford.de/,1,Klinikum Herford AöR,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herford,52.1152245,8.6711118,33,14
5,758,12,Klinikum Herford AöR,Klinikum Herford AöR,Schwarzenmoorstraße,70,32049,herford,05221 94-0,info@klinikum-herford.de,www.klinikum-herford.de/,1,Klinikum Herford AöR,2,3,2,2,2,2,2,755,138.0,,,,,,,,,,,,,,,,25.0,,,,79.0,,,,,,,,,,,,,,,,,36.0,,,,,,,10.0,,,,,,,,,,,64.0,,,,,,,,,,60.0,,28.0,,,,,,,,,,,50.0,,,,,60.0,,,,,,,,84.0,,,,10.0,100.0,,,,,,,,,,,,,,,,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,herford,52.1152245,8.6711118,33,14
5,762,20,Klinikum Weser-Egge,St. Ansgar Krankenhaus,Brenkhäuser Straße,71,37671,höxter,05272 607-0,info@khwe.de,www.khwe.de,2,Katholische Hospitalvereinigung Weser-Egge gGmbH,2,3,2,1,2,2,2,383,,,,,,,,,,,,,,,,,,,,,82.0,,,,32.0,,,,,,,37.0,,,,,,33.0,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,31.0,,16.0,,,,,,,,,,,24.0,,,,,30.0,,,,,,1.0,1.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,höxter,51.7938902,9.348855,31,17
5,762,20,LWL-Klinik Marsberg Kinder- und Jugendpsychiatrie,TK Höxter,Brenkhäuser Straße,73,37671,höxter,02992 601-4000,wkkjpp-marsberg@wkp-lwl.org,www.lwl-jugendpsychiatrie-marsberg.de,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,höxter,51.7938902,9.348855,31,17
5,774,32,Brüderkrankenhaus St. Josef Paderborn,Brüderkrankenhaus St. Josef Paderborn,Husener Str.,46,33098,paderborn,05251 702-0,info@bk-paderborn.de,www.bk-paderborn.de,2,Barmherzige Brüder Trier gGmbH,2,2,2,2,2,2,2,402,112.0,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,60.0,42.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paderborn,51.7177044,8.752653,31,14
5,774,32,LWL-Klinik Marsberg Kinder- und Jugendpsychiatrie,TK Paderborn,Karl-Schoppe-Weg,4a,33100,paderborn,02992 601-4000,wkkjpp-marsberg@wkp-lwl.org,www.lwl-jugendpsychiatrie-marsberg.de,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paderborn,51.7177044,8.752653,31,14
5,774,32,LWL-Klinik Marsberg Kinder- und Jugendpsychiatrie,KJP Paderborn,Am Ostfriedhof,10,33098,paderborn,02992 601-4000,wkkjpp-marsberg@wkp-lwl.org,www.lwl-jugendpsychiatrie-marsberg.de,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paderborn,51.7177044,8.752653,31,14
5,774,32,LWL-Klinik Paderborn,LWL Klinik Paderborn,Agathastraße,1,33098,paderborn,05251 295-0,lwl-klinik-paderborn@lwl.org,www.lwl-klinik-paderborn.de/de/,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,1,2,2,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paderborn,51.7177044,8.752653,31,14
5,774,32,St. Johannisstift Evangelisches Krankenhaus Paderborn GmbH,St. Johannisstift Paderborn,Reumontstraße,28,33102,paderborn,05251 401-0,info@johannisstift.de,www.johannisstift.de/,2,St. Johannisstift Evangelisches Krankenhaus Paderborn GmbH,2,1,2,2,2,2,2,193,47.0,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,28.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paderborn,51.7177044,8.752653,31,14
5,774,32,St. Vincenz-Krankenhaus GmbH,St. Vincenz,Am Busdorf,2,33098,paderborn,05251 86-0,info@vincenz-datteln.de,www.vincenz.de/,2,St. Vincenz-Krankenhaus GmbH,2,3,1,1,1,1,1,587,142.0,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,36.0,,17.0,,,,,,,,,,,,,,,,96.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,paderborn,51.7177044,8.752653,31,14
5,978,36,Christliches Klinikum Unna,"Christliches Klinikum Unna, Standort West",Holbeinstraße,10,59423,unna,02303 100-0,info.unna@hospitalverbund.de,www.christliches-klinikum.de,2,Christliches Klinikum Unna gGmbH,2,1,2,2,2,2,2,320,90.0,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,35.0,,30.0,,,,,,,,,,,,51.0,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unna,51.5348835,7.689014,29,8
5,978,36,Christliches Klinikum Unna,"Christliches Klinikum Unna, Standort Mitte - Hauptstandort",Obere Husemannstraße,2,59423,unna,02303 100-0,info.unna@hospitalverbund.de,www.christliches-klinikum.de,2,Christliches Klinikum Unna gGmbH,2,2,2,2,2,2,2,372,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,40.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,unna,51.5348835,7.689014,29,8
5,978,36,Fachklinik für Kinderneurologie und Sozialpädiatrie Königsborn,Fachklinik für Kinderneurologie und Sozialpädiatrie Königsborn,Zimmerplatz,1,59425,unna,02303 9670-0,info@lebenszentrum-koenigsborn.de,www.lebenszentrum-koenigsborn.de,2,Lebenszentrum Königsborn gGmbH,2,0,2,2,2,2,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unna,51.5348835,7.689014,29,8
5,978,36,LWL-Klinik Dortmund,LWL-Klinik Dortmund -Dependance Unna,Holbeinstraße,10,59423,unna,0231 450301,lwl-klinik-dortmund@lwl.org,www.lwl-klinik-dortmund.de/de/,1,Landschaftsverband Westfalen-Lippe KdöR,2,0,2,2,2,2,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unna,51.5348835,7.689014,29,8
6,433,6,Kreisklinik Groß-Gerau,Hauptstandort,Wilhelm-Seipp-Straße,3A,64521,groß-gerau,06152 986-0,info@kreisklinik-gg.de,www.kreisklinik-gg.de,1,Kreisklinik Groß-Gerau GmbH,2,1,2,2,2,2,2,120,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,groß-gerau,49.914,8.4657,17,13
6,433,6,Vitos Klinikum Riedstadt,Vitos Klinikum Riedstadt Standort Groß-Gerau,Am Burggraben,1A,64521,groß-gerau,06158 183-0,info@vitos-riedstadt.de,www.vitos-riedstadt.de,1,Vitos Südhessen gemeinnützige GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,groß-gerau,49.914,8.4657,17,13
6,531,5,AGAPLESION Evangelisches Krankenhaus Mittelhessen,Evangelisches Krankenhaus Mittelhessen,Paul-Zipp-Straße,171,35398,gießen,0641 9606-0,info.EKM@agaplesion.de,www.ekm-gi.de,2,AGAPLESION EV. KRANKENHAUS MITTELHESSEN gGmbH,2,2,2,2,2,2,2,221,27.0,,39.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,40.0,,15.0,,10.0,,9.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gießen,50.5808795,8.6938161,22,14
6,531,5,St. Josefs Krankenhaus Balserische Stiftung,St. Josefs Krankenhaus Balserische Stiftung gGmbH,Wilhelmstraße,7,35392,gießen,0641 7002-0,info@jokba.de,www.jokba.de,2,St. Josefs Krankenhaus Balserische Stiftung gemeinnützige GmbH,2,1,2,2,2,2,2,254,62.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gießen,50.5808795,8.6938161,22,14
6,531,5,Universitätsklinikum Gießen und Marburg GmbH,Universitätsklinikum Gießen und Marburg GmbH - Standort Gießen,Rudolf-Buchheim-Straße,8,35392,gießen,0641 99-0,info@uniklinikum-giessen.de,www.ukgm.de,3,Universitätsklinikum Gießen und Marburg GmbH,1,3,2,1,2,2,2,1227,68.0,,86.0,,35.0,23.0,,140.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,15.0,,,,,,,,,,41.0,,,,,,55.0,,,,,,,,,,54.0,54.0,,,,,,,58.0,,,,,42.0,34.0,,,,58.0,,,,,,58.0,26.0,66.0,,,,,88.0,,,,,,,,,,,,,,,,36.0,,,,,,,,,26.0,,,14.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,gießen,50.5808795,8.6938161,22,14
6,531,5,Vitos Gießen-Marburg gGmbH,Vitos Standort Gießen Martinshof,Liebigstraße,20,35392,gießen,0641 403-0,info@vitos-giessen-marburg.de,www.vitos-giessen-marburg.de,1,Vitos Gießen-Marburg gemeinnützige GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gießen,50.5808795,8.6938161,22,14
