5,762,4,Knappschafts-Klinik Bad Driburg,Georg-Nave-Str.,28,33014,Bad Driburg,05253 83-1,driburg-info@kbs.de,www.knappschafts-klinik-driburg.de,1,Deutsche Rentenversicherung Knappschaft-Bahn-See,6,177,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,762,4,Marcus-Klinik / Rehaklinik,Brunnenstr.,1,33014,Bad Driburg,05253 95 30,zentrale@marcus-klinik.de,www.marcus-klinik.de,3,Marcus-Klinik GmbH & Co. KG,6,308,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,250.0,,,,,,,,,,,,,,
5,762,4,Park-Klinik Bad Hermannsborn,Hermannsborn,1,33014,Bad Driburg,05253 40-7000,info@kbh.de,www.kbh.de,3,Park Klinik Bad Hermannsborn GmbH & Co. KG,6,216,,,,34.0,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,110.0,,,,,,,,,,,
5,762,4,Reha-Klinik Dreizehnlinden Bad Driburg,Bahnhofstr.,3,33014,Bad Driburg,05253 971-0,info.dreizehnlinden@vital-kliniken.de,www.vital-kliniken.de,3,Vital-Kliniken GmbH,6,130,,20.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,30.0,,,,,,,,,,,,,,
5,762,4,Reha-Zentrum Bad Driburg Klinik Berlin,Brunnenstraße,11,33014,Bad Driburg,05253 980-0,reha-klinik.berlin@drv-bund.de,www.reha-klinik-berlin.de,1,Deutschen Rentenversicherung Bund,6,288,,,,80.0,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,40.0,,
5,762,20,Asklepios Weserbergland-Klinik GmbH,Grüne Mühle,90,37671,Höxter,052 71 98-0,info.hoexter@asklepios.com,www.asklepios.com/hoexter/,3,Asklepios Weserbergland-Klinik GmbH,7,178,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,
5,762,32,Annenhof-Klinik,Schiederstraße,94,32839,Steinheim,05233 9596-0,info@annenhofklinik.de,www.annenhofklinik.de/,3,Annenhof Gem. Betriebs GmbH,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,
5,766,8,MEDIAN Klinik am Burggraben Bad Salzuflen,Alte Vlothoer Str.,47-49,32105,Bad Salzuflen,05222 37-0,kontakt.klinikamBurggraben@median-kliniken.de,www.median-kliniken.de/de/median-klinik-am-burggraben-bad-salzuflen,3,Quellenhof KG Salze-Klinik GmbH & Co.,6,747,,115.0,,,,,,,80.0,,,,,,,,65.0,,,,,,,213.0,,,60.0,,,,,214.0,,,,,,,,,,,
5,766,8,MEDIAN Klinik Flachsheide Bad Salzuflen - Reha,Forsthausweg,1,32105,Bad Salzuflen,05222 398-0,kontakt.klinikflachsheide@median-kliniken.de,www.median-kliniken.de/de/median-klinik-flachsheide-bad-salzuflen/,3,Quellenhof KG Salze-Klinik GmbH & Co.,6,235,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,
5,766,8,Rehabilitationsklinik Am Lietholz,Lietholzstr.,31,32105,Bad Salzuflen,05222 62-0,reha-klinik.amlietholz@drv-bund.de,www.reha-klinik-am-lietholz.de,1,Deutschen Rentenversicherung Bund,6,166,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,,
5,766,8,Rehabilitationsklinik Lipperland,Am Ostpark,1,32105,Bad Salzuflen,05222 62-0,reha-klinik.lipperland@drv-bund.de,www.reha-klinik-lipperland.de,1,Deutschen Rentenversicherung Bund,6,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,
5,766,8,Salinenklinik Bad Salzuflen,Salinenstr.,2,32105,Bad Salzuflen,05222 936-0,info@salinenklinik-badsalzuflen.de,www.salinenklinik-badsalzuflen.de,3,Leopoldbad Verwaltungs GmbH,6,50,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,
5,766,8,Salzetalklinik,Alte Vlothoer Str.,1,32105,Bad Salzuflen,05222 186-0,info@salzetalklinik.de,www.salzetalklinik.de,1,Deutsche Rentenversicherung Westfalen,6,207,,,,,,113.0,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,
5,766,32,Dr. Becker Brunnen-Klinik,Blomberger Str.,9,32805,Horn-Bad Meinberg,05234 906-0,info.brunnen-klinik@dbkg.de,www.brunnen-klinik.de,3,Dr. Becker Klinikgesellschaft mbH & Co. KG,6,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,
5,766,32,MediClin Rose Klinik,Parkstr.,45-47,82805,Horn-Bad Meinberg,05234 907-0,info.rose@mediclin.de,www.rose-klinik.de/,3,MediClin GmbH & Co. KG,6,225,,,70.0,,,,,,,,,,,,,,,,,,,,,125.0,,,,,30.0,,,,,,,,,,,,,,
5,770,4,Gollwitzer-Meier-Klinik,Herforder Str.,43,32545,Bad Oeynhausen,05731 249-0,info@gollwitzer-meier-klinik.de,www.gollwitzer-meier-klinik.de/,1,Gollwitzer-Meier-Klinik GmbH,6,185,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,770,4,Johanniter-Ordenshäuser Rehabilitationszentrum,Johanniterstraße,7,32545,Bad Oeynhausen,05731 151-0,info@ahb-klinik.de,www.johanniter.de,2,Johanniter-Ordenshäuser Bad Oeynhausen gGmbH,6,255,,,50.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,135.0,,,,,,,,,,,,,,
5,770,4,Klinik am Korso,Ostkorso,4,32545,Bad Oeynhausen,05731 181-0,info@klinik-am-korso.de,www.klinik-am-korso.de,2,Klinik am Korso gGmbH,6,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,
5,770,4,Klinik Am Osterbach Werner Wicker GmbH & Co. KG,Am Osterbach,2,32545,Bad Oeynhausen,05731 159-0,info@klinik-am-osterbach.de,www.klinik-am-osterbach.de,3,Werner Wicker GmbH & Co. KG,6,220,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,86.0,,,107.0,,,,,,,,,,,
5,770,4,Klinik am Rosengarten,Westkorso,22,32545,Bad Oeynhausen,05731 305-0,info@klinikamrosengarten.de,www.klinikamrosengarten.de/,1,Klinik am Rosengarten im Staatsbad Oeynhausen GmbH,6,204,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,124.0,,,,,,,,,,,,,,
5,770,4,Klinik Bad Oexen - Rehaklinik,Oexen,27,32549,Bad Oeynhausen,05731 537-0,klinik@badoexen.de,www.badoexen.de/,3,Klinik Bad Oexen Brinkmeier GmbH & Co. KG,6,298,,,,,,271.0,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,770,4,Klinik Porta Westfalica,Steinstr.,65,32547,Bad Oeynhausen,05731 185-0,info@kpw.eu,www.kpw.eu/,3,Klinik Porta Westfalica GmbH & Co. KG,6,350,,130.0,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,
5,770,4,MATERNUS-Klinik für Rehabilitation GmbH & Co. KG,Am Brinkkamp,16,32545,Bad Oeynhausen,05731 85-8200,info@maternus-klinik.de,www.maternus-klinik.de/,3,MATERNUS-Klinik für Rehabilitation GmbH & Co. KG,6,540,,20.0,,80.0,,,,,,,,,,,,,,,,,,,,310.0,,,,,130.0,,,,,,,,,,,,,,
5,770,4,MEDIAN Klinik am Park Bad Oeynhausen,Westkorso,14,32545,Bad Oeynhausen,05731 8652-816,patientenaufnahme.badoeynhausen@median-kliniken.de,www.median-kliniken.de/de/median-klinik-am-park-bad-oeynhausen/,3,Quellenhof KG Salze-Klinik GmbH & Co.,6,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,
5,770,24,Mindener Institut für Rehabilitation,Johansenstr.,1,32423,Minden,0571 82949-99,reha-minden@club74ev.de,www.club74ev.de,2,Stiftung Club 74,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
5,770,28,Weserland-Klinik Bad Hopfenberg - Reha,Bremer Straße,27,32469,Petershagen,05707 29-0,service@bad-hopfenberg.de,bad-hopfenberg.de/,3,Private Kliniken Dr. Dr. med. Nebel Weserland-Klinik Bad Hopfenberg GmbH & Co. KG,6,265,,,40.0,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,,
5,770,36,HolsingVital -Gesundheitszentrum,Brunnenallee,3,32361,Preußisch Oldendorf,05741 275-0,info@holsingvital.de,www.holsingvital.de/,3,HolsingVital GmbH,6,150,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,
5,774,8,Cecilien-Klinik / Rehabilitationsklinik,Lindenstr.,26,33175,Bad Lippspringe,05252 95-1200,info.cec@medizinisches-zentrum.de,www.medizinisches-zentrum.de/,1,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6,177,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,774,8,Klinik am Park - Rehabilitationsklinik,Auguste-Viktoria-Allee,25,33175,Bad Lippspringe,05252 95-2700,info.kap@medizinisches-zentrum.de,www.medizinisches-zentrum.de/einrichtungen/klinik-am-park/,1,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,66.0,,,,,
5,774,8,Klinik Martinusquelle / Rehabilitationskliniken,An der Martinusquelle,10,33175,Bad Lippspringe,05252 95-2000,info.kmq@medizinisches-zentrum.de,www.medizinisches-zentrum.de/,1,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6,244,,,,60.0,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,774,8,Klinik Waldfrieden,Paul-Fürstenberg-Str.,2,33175,Bad Lippspringe,05252 2001-0,info@klinik-waldfrieden.de,www.klinik-waldfrieden.de/,3,Klinik Waldfrieden - Bad Lippspringe,6,56,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,774,8,Teutoburger-Wald-Klinik / Rehabilitationsklinik,Kurparkstraße,21,33175,Bad Lippspringe,05252 95-3100,info.twk@medizinisches-zentrum.de,www.medizinisches-zentrum.de/einrichtungen/teutoburger-wald-klinik/,1,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6,132,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,
5,774,12,Reha-Klinik Schloss Hamborn,Schloss Hamborn,85,33178,Borchen,05251 3886-0,rehaklinik@schlosshamborn.de,www.schlosshamborn.de,2,Schloss Hamborn Rudolf Steiner Werkgemeinschaft e.V.,6,75,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,774,32,RPK Paderborn,Lindenweg,5,33098,Paderborn,05251 89223-600,verwaltung@spi-paderborn.de,www.spi-paderborn.de,2,SPI Paderborn e. V.,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,
5,774,40,Aatalklinik Wünnenberg GmbH,In den Erlen,22,33181,Wünnenberg,02953 970-0,info@aatalklinik.de,www.aatalklinik.de/,3,Aatalklinik Wünnenberg GmbH,6,210,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,190.0,,,,,,,,,,,,,,
5,911,0,Fachklinik Bussmannshof - Rehaklinik,Ernst-Erwin-Bußmann-Pfad,11,44869,Bochum,02327 9754-0,webmaster@bussmannshof.de,www.bussmannshof.de,2,bussmannshof gGmbh,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,
5,911,0,Marien-Hospital Wattenscheid-Geriatrische Reha,Parkstr.,15,44866,Bochum,02327 807-710,info@klinikum-bochum.de,www.klinikum-bochum.de,2,Katholisches Klinikum Bochum gGmbH,6,100,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,911,0,Reha-Bochum,Zum Kühl,13,44894,Bochum,0234 92686-0,info@reha-bochum.de,www.reha-bochum.de,2,Reha-Bochum Familien- und Krankenpflege gGmbH,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
5,913,0,Fachklinik Ostberge,Ostberger Str.,17,44289,Dortmund,02304 941-200,verwaltung@ostberge.de,fachklinik-ostberge.de/,3,Fachklinik Ostberge GmbH,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,
5,913,0,Friederike-Fliedner-Haus,Kirchenstr.,25,44147,Dortmund,0231 427886-0,ffh@diakoniedortmund.de,www.diakoniedortmund.de/psychische-erkrankung/friederike-fliedner-haus.html,1,Diakonisches Werk Dortmund und Lünen gGmbH,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
5,913,0,Johanniter-Klinik am Rombergpark,Am Rombergpark,42,44225,Dortmund,0231 610609-0,info@do.johanniter-kliniken.de,www.johanniter.de,2,Johanniter-Klinik GmbH,6,195,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,130.0,,,,,,,,,,,,,,
5,913,0,LWL-Rehabilitationszentrum Ruhrgebiet,Marsbruchstraße,179,44287,Dortmund,0231 4503-01,lwl@lwl.org,www.lwl-klinik-dortmund.de/de/,1,Landschaftsverband Westfalen- Lippe,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
5,914,0,Klinik am Kaisberg - Rehabilitation,Wortherbruchstr.,14,58089,Hagen,02331 3731-500,kaisberg@awo-ha-mk.de,www.awo-ha-mk.de/klinik-am-kaisberg,1,AWO Unterbezirk Hagen-Märkischer Kreis,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,
5,914,0,VAMED Klinik Hagen-Ambrock - Reha -,Ambrockerweg,60,58091,Hagen,02331 974-0,info@vamed-gesundheit.de,www.vamed-gesundheit.de,3,VAMED Kliniken GmbH,6,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,,,,,,,,,,,,,,
5,915,0,Rehabereich an der LWL-Universitätsklinik Hamm,Heithofer Allee,64,59071,Hamm,02381 893-0,lwl-uk-hamm@lwl.org,www.lwl-uk-hamm.de,1,Landschaftsverband Westfalen- Lippe,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
5,954,8,Klinik Königsfeld,Holthauser Talstr.,2,58256,Ennepetal,02333 9888-0,info@klinik-koenigsfeld.de,www.klinik-koenigsfeld.de,1,Deutsche Rentenversicherung Westfalen,6,193,,,,126.0,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,
5,954,16,VAMED Klinik Hattingen-Rehabilitationszentrum,Am Hagen,20,45527,Hattingen,,,,3,VAMED Klinik Hattingen GmbH,6,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,
5,958,12,Klinik Brilon Wald,Friedrich-Köster-Weg,2,59929,Brilon,02961 981-0,info@reha-kbw.de,www.reha-kbw.de,3,Klinik Brilon Wald GmbH & Co. KG,6,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,
5,958,40,Fachklinik Olsberg,Niethaken,10,59939,Olsberg,02962 898-0,l.ziegler@fachklinik-olsberg.de,www.fachklinik-olsberg.de/,2,Fachklinik Olsberg gGmbH,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,
5,958,40,Fachkrankenhaus Kloster Grafschaft,Annostr.,1,57392,Schmallenberg,02972 791-00,verwaltung@fkkg.de,www.krankenhaus-klostergrafschaft.de,2,Fachkrankenhaus Kloster Grafschaft GmbH,6,75,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,958,40,Johannesbad Fachklinik Fredeburg,Zu den Drei Buchen,1,57395,Schmallenberg,02974 72-0,info.fkf@johannesbad.com,www.johannesbad-medizin.com/bad-fredeburg-fachklinik-fredeburg,3,Johannesbad Kliniken Fredeburg GmbH,6,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,,,
5,958,40,Johannesbad Fachklinik Hochsauerland,Zu den Drei Buchen,2,57392,Schmallenberg,02974 73-0,nfo.hsl@johannesbad.com,www.fachklinik-hochsauerland.de,3,Johannesbad Kliniken Fredeburg GmbH,6,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,
5,962,16,Gut Holmecke,Holmecker Weg,50,58675,Hemer,02372 987-0,info@univita.com,www.univita.com,3,UNIVITA GmbH,6,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,
5,962,32,Fachklinik Spielwigge - Rehaklinik Lüdenscheid-,Spielwigge,65,58515,Lüdenscheid,02351 9485-0,info@fachklinik-spielwigge.de,www.fachklinik-spielwigge.de/,2,Fachklinik Spielwigge GmbH & Co. KG,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,
5,970,4,"Klinik ""Haus am Schloßpark""",Hochstr.,7,57319,Bad Berleburg,02751 804-0,info@lymphklinik.com,www.lymphklinik.com/,3,"Klinik ""Haus am Schloßpark"" GmbH",6,71,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,970,4,VAMED Rehaklinik Bad Berleburg,Am Schloßpark,11,57319,Bad Berleburg,02751 881000-0,info@vamed-gesundheit.de,www.vamed-gesundheit.de/reha/bad-berleburg/,3,VAMED Rehaklinik Bad Berleburg GmbH,6,423,,5.0,,,,,,,,,,,,,,,,,,,,,,63.0,,,58.0,,156.0,,,141.0,,,,,,,,,,,
5,970,20,Celenus Klinik für Neurologie Hilchenbach,Ferndorfstr.,14,57271,Hilchenbach,02733 897-0,info@klinik-hilchenbach.de,www.klinik-hilchenbach.de,3,Celenus Fachklinik Hilchenbach GmbH,6,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,,,,
5,970,40,RESELVE - Medizinische Rehabilitation,Scheideweg,5,57072,Siegen,0271 375-1321,p.kratzel@reselve.de,www.reselve.de/medizinische-rehabilitation/,2,RESELVE gGmbH,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
5,974,8,Kinderfachklinik Bad Sassendorf,Lüttgenweg,2,59505,Bad Sassendorf,02921 960-00,info@kinderfachklinik.de,www.kinderfachklinik.de,3,Kinderfachklinik Bad Sassendorf GmbH,6,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,
5,974,8,Klinik Am Hellweg,Friedrichstr.,6,59505,Bad Sassendorf,02921 501-02,info@klinik-hellweg.de,www.klinik-hellweg.de/,2,Klinik am Hellweg GmbH,6,305,,,,,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,
5,974,8,Klinik Lindenplatz,Weslarner Str.,29,59505,Bad Sassendorf,02921 501-03,info@klinik-lindenplatz.de,www.klinik-lindenplatz.de/,3,Klinik Lindenplatz GmbH,6,224,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,,,
5,974,8,Klinik Quellenhof,Hepper Straße,3,59505,Bad Sassendorf,02921 507-0,empfang@klinik-quellenhof.de,www.klinik-quellenhof.de/,2,Klinik Quellenhof GmbH,6,120,,,70.0,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,
5,974,8,Medical Park Bad Sassendorf GmbH,Berliner Str.,9,59505,Bad Sassendorf,02921 503-0,badsassendorf@medicalpark.de,www.klinikimpark.de,3,Medical Park Bad Sassendorf GmbH,6,190,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,
5,974,8,Rehaklinik Wiesengrund,Berliner Straße,100,59505,Bad Sassendorf,02921 502-0,info@reha-klinik-wiesengrund.de,www.reha-klinik-wiesengrund.de/,3,Klinik Wiesengrund GmbH & Co. KG,6,174,,36.0,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,
5,974,16,Klinik Solequelle,Mühlenweg,13,59597,Erwitte,02943 894-0,info@klinik-solequelle.de,reha.klinik-solequelle.de/,3,Klinik Solequelle Kemper GmbH,6,159,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,,
5,974,16,Klinik Wiesengrund,Mühlenweg,15,59597,Erwitte,02943 899-0,nfo@klinik-wiesengrund.de,www.klinik-wiesengrund.de,3,Klinik Wiesengrund Lüning Betreiber GmbH,6,140,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,
5,974,28,JONA - Facheinrichtung für medizinische Rehabilitation,Jahnweg,10,59555,Lippstadt,02941 9745-0,jona@skm-lippstadt.de,www.skm-lippstadt.de,2,SKM Lippstadt - Sozialdienst Katholischer Männer e.V.,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
5,974,28,Klinik Eichholz,Walkenhausweg,8,59556,Lippstadt,02941 800-0,info@klinik-eichholz.de,www.klinik-eichholz.de/,3,Gesundheitszentrum in Bad Waldliesborn GmbH,6,225,,,,95.0,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,
5,974,28,LWL-Rehabilitationszentrum Südwestfalen,Franz-Hegemann-Str.,23,59581,Warstein,02902 82-0,Info-Kliniken-Lippstadt-Warstein@lwl.org,www.lwl-klinik-warstein.de/de/,1,Landschaftsverband Westfalen- Lippe,7,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,
5,974,28,Reha-Klinik Panorama,Eichenweg,3 - 5,59556,Lippstadt,02941 881-0,info@reha-klinik-panorama.de,www.reha-klinik-panorama.de/,3,Reha-Klinik Panorama GmbH,6,164,,34.0,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,
5,974,32,Dr. Becker Klinik Möhnesee,Schnappweg,2,59519,Möhnesee,0221 934647-0,info@dbkg.de,dbkg.de/kliniken/dr-becker-klinik-mohnesee,3,Dr. Becker Klinikgesellschaft Möhnesee GmbH,6,230,20.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,
5,974,56,Ruhrtalklinik Wickede,Wimberner Kirchweg,45,58739,Wickede,02373 926-3,info@ruhrtalklinik.de,www.ruhrtalklinik.de/,3,Ruhrtalklinik GmbH,6,90,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,978,36,Club Handicap-Rehaeinrichtung,Gesellschaftsstr.,10,59423,Unna,02303 25121-0,info@clubhandicap.de,www.clubhandicap.de/,3,Club Handicap e.V.,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,
6,412,0,Reha-Kliniken Küppelsmühle Frankfurt,Marienburgstraße,2,60528,Frankfurt,069 257370-0,frankfurt@kueppelsmuehle.de,www.frankfurt.kueppelsmuehle.de,3,Reha-Kliniken Küppelsmühle Frankfurt GmbH,6,37,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,
6,414,0,MEDIAN Klinik NRZ,Aukammallee,39,65191,Wiesbaden,0611 436-0,kontakt.nrz-wiesbaden@median-kliniken.de,www.median-kliniken.de,3,MEDIAN Klinik NRZ Wiesbaden GmbH,6,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,
6,414,0,MEDIAN Reha-Zentrum Wiesbaden Sonnenberg,Leibnizstraße,23/25,65191,Wiesbaden,0611 571-0,info@median-kliniken.de,www.median-kliniken.de,3,MEDIAN Reha-Zentrum Wiesbaden Sonnenberg GmbH & Co. KG,6,413,,80.0,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,65.0,,,,,,,,,,,
6,431,2,Klinik Schloss Falkenhof,Nibelungenstraße,109,64625,Bensheim,06251 102-0,falkenhof@caritas-bergstrasse.de,www.klinik-falkenhof.de,2,Caritasverband Darmstadt e.V.,7,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,
6,431,15,Eleonoren-Klinik,Am Kaiserturm,6,64678,Lindenfels,06255 302-0,eleonoren-klinik@drv-hessen.de,www.eleonoren-klinik.de,1,Deutsche Rentenversicherung Hessen,6,180,,100.0,,,,,,20.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,
6,432,1,Asklepios Hirschpark Klinik,Lindenstraße,12,64665,Alsbach-Hähnlein,06257 501-0,info.alsbach@asklepios.com,www.asklepios.com/alsbach,3,Asklepios Klinik Alsbach GmbH,6,157,,10.0,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,
6,432,13,RPK Modau,Kirchstraße,39,64372,Ober-Ramstadt,06167 7900-0,info@reas.de,www.reas.de,3,REAS GmbH & Co. KG,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,
6,432,14,Haus Burgwald gGmbH,In der Mordach,3,64367,Mühltal,06151 9462-0,info@haus-burgwald.de,www.haus-burgwald.de,2,Stiftung Waldmühle,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,
6,434,1,Klinik Dr. Baumstark,Viktoriaweg,18,61350,Bad Homburg,06172 407-0,info@klinik-dr-baumstark.de,www.klinik-dr-baumstark.de,3,Betriebsgesellschaft Klinik Dr. Baumstark GmbH Bad Homburg v. d. Höhe,6,160,,5.0,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,
6,434,1,Paul-Ehrlich-Klinik,Landgrafenstraße,2-8,61348,Bad Homburg,06172 128-0,bad-homburg-info@kbs.de,www.kbs.de,1,Deutsche Rentenversicherung Knappschaft-Bahn-See,6,190,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,50.0,,,,,,,,,,,
6,434,1,Reha-Zentrum Bad Homburg Klinik Wingertsberg,Am Wingertsberg,11,61348,Bad Homburg,06172 104-0,reha-klinik.wingertsberg@drv-bund.de,www.reha-klinik-wingertsberg.de,1,Deutsche Rentenversicherung Bund,6,219,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,
6,434,1,Wicker Klinik / Wirbelsäulenklinik Werner Wicker GmbH & Co. KG,Kaiser-Friedrich-Promenade,47-49,61348,Bad Homburg,06172 103-0,info@wickerklinik.de,www.wickerklinik.de,3,Wicker Klinik / Wirbelsäulenklinik Werner Wicker GmbH & Co. KG,6,332,,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,100.0,,,,,,,,,,,,,,
6,434,2,Salus Klinik,Landgrafenplatz,1,61381,Friedrichsdorf,06172 950-0,mail@salus-friedrichsdorf.de,www.salus-friedrichsdorf.de,3,Salus-Klinik GmbH & Co. Friedrichsdorf KG,6,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,228.0,,,
6,434,5,Asklepios Neurologische Klinik Falkenstein,Asklepiosweg,15,61462,Königstein,06174 90-6000,falkenstein@asklepios.com,www.asklepios.com/falkenstein,3,Asklepios Klinik Alsbach GmbH,6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,
