5.0,762.0,4.0,Gräfliche Kliniken GmbH & Co. KG,Brunnenstr.,1,33014.0,Bad Driburg,05253 95-30,zentrale@marcus-klinik.de,www.marcus-klinik.de,3.0,Marcus-Klinik GmbH & Co. KG,6.0,791,,141.0,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,289.0,,,180.0,,,,,,,,,,,
5.0,762.0,4.0,Klinik Rosenberg Zentrum für Rehabilitation,Hinter dem Rosenberge,1,33014.0,Bad Driburg,05253 970-0,rezeption@klinik-rosenberg.de,www.klinik-rosenberg.de,1.0,Deutsche Rentenversicherung Westfalen,6.0,199,,,,,,60.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,
5.0,762.0,4.0,Knappschafts-Klinik Bad Driburg,Georg-Nave-Str.,28,33014.0,Bad Driburg,05253 831,driburg-info@kbs.de,www.knappschafts-klinik-driburg.de,1.0,Deutsche Rentenversicherung Knappschaft-Bahn-See,6.0,177,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,762.0,4.0,Reha-Zentrum Bad Driburg Klinik Berlin,Brunnenstraße,11,33014.0,Bad Driburg,05253 9800,reha-klinik.berlin@drv-bund.de,www.reha-klinik-berlin.de,1.0,Deutschen Rentenversicherung Bund,6.0,288,,,,80.0,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,40.0,,
5.0,762.0,4.0,Vital-Klinik Dreizehnlinden Bad Driburg,Bahnhofstr.,3,33014.0,Bad Driburg,05253 9710,info.dreizehnlinden@vital-kliniken.de,www.vital-kliniken.de,3.0,Vital-Kliniken GmbH,6.0,130,,20.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,30.0,,,,,,,,,,,,,,
5.0,762.0,20.0,Asklepios Weserbergland-Klinik GmbH,Grüne Mühle,90,37671.0,Höxter,05271 98-0,info.hoexter@asklepios.com,www.asklepios.com/hoexter,3.0,Asklepios Weserbergland-Klinik GmbH,7.0,178,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,
5.0,762.0,32.0,Annenhof-Klinik,Schiederstraße,94,32839.0,Steinheim,05233 9596-0,info@annenhofklinik.de,www.annenhofklinik.de,1.0,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,7.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,
5.0,766.0,8.0,MEDIAN Klinik am Burggraben Bad Salzuflen,Alte Vlothoer Str.,47-49,32105.0,Bad Salzuflen,05222 370,kontakt.klinikamBurggraben@median-kliniken.de,www.median-kliniken.de/de/median-klinik-am-burggraben-bad-salzuflen,3.0,Quellenhof KG Salze-Klinik GmbH & Co.,6.0,747,,115.0,,,,,,,100.0,,,,,,,,45.0,,,,,,,213.0,,,60.0,,,,,214.0,,,,,,,,,,,
5.0,766.0,8.0,MEDIAN Klinik Flachsheide Bad Salzuflen - Reha,Forsthausweg,1,32105.0,Bad Salzuflen,05222 3980,kontakt.klinikflachsheide@median-kliniken.de,www.median-kliniken.de/de/median-klinik-flachsheide-bad-salzuflen,3.0,Quellenhof KG Salze-Klinik GmbH & Co.,6.0,235,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,
5.0,766.0,8.0,Rehabilitationsklinik Am Lietholz,Lietholzstr.,31,32105.0,Bad Salzuflen,05222 62-0,reha-klinik.amlietholz@drv-bund.de,www.reha-klinik-am-lietholz.de,1.0,Deutschen Rentenversicherung Bund,6.0,168,,,,,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,,,
5.0,766.0,8.0,Rehabilitationsklinik Lipperland,Am Ostpark,1,32105.0,Bad Salzuflen,05222 62-0,reha-klinik.lipperland@drv-bund.de,www.reha-klinik-lipperland.de,1.0,Deutschen Rentenversicherung Bund,6.0,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,
5.0,766.0,8.0,Salinenklinik Bad Salzuflen,Salinenstr.,2,32105.0,Bad Salzuflen,05222 936-0,info@salinenklinik-badsalzuflen.de,www.salinenklinik-badsalzuflen.de,3.0,Leopoldbad Verwaltungs GmbH,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,
5.0,766.0,8.0,Salzetalklinik,Alte Vlothoer Str.,1,32105.0,Bad Salzuflen,05222 186-0,info@salzetalklinik.de,www.salzetalklinik.de,1.0,Deutsche Rentenversicherung Westfalen,6.0,207,,,,,,113.0,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,
5.0,766.0,32.0,Dr. Becker Brunnen-Klinik,Blomberger Str.,9,32805.0,Horn-Bad Meinberg,05234 906-0,info.brunnen-klinik@dbkg.de,www.brunnen-klinik.de,3.0,Dr. Becker Klinikgesellschaft mbH & Co. KG,6.0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,
5.0,766.0,32.0,MEDICLIN Rose Klinik,Parkstr.,45-47,82805.0,Horn-Bad Meinberg,05234 907-0,info.rose@mediclin.de,www.rose-klinik.de,3.0,MediClin GmbH & Co. KG,6.0,225,,,80.0,,,,,,,,,,,,,,,,,,,,,115.0,,,,,30.0,,,,,,,,,,,,,,
5.0,770.0,4.0,Gollwitzer-Meier-Klinik,Herforder Str.,43,32545.0,Bad Oeynhausen,05731 2490,info@gollwitzer-meier-klinik.de,www.gollwitzer-meier-klinik.de,1.0,Gollwitzer-Meier-Klinik GmbH,6.0,185,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,770.0,4.0,Johanniter-Ordenshäuser Rehabilitationszentrum,Johanniterstraße,7,32545.0,Bad Oeynhausen,05731151-0,info@ahb-klinik.de,www.johanniter.de,2.0,Johanniter-Ordenshäuser Bad Oeynhausen gGmbH,6.0,255,,,50.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,135.0,,,,,,,,,,,,,,
5.0,770.0,4.0,Klinik am Korso,Ostkorso,4,32545.0,Bad Oeynhausen,05731 181-0,info@klinik-am-korso.de,www.klinik-am-korso.de,2.0,Klinik am Korso gGmbH,6.0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,
5.0,770.0,4.0,Klinik Am Osterbach Werner Wicker GmbH & Co. KG,Am Osterbach,2,32545.0,Bad Oeynhausen,05731 159 0,info@klinik-am-osterbach.de,www.klinik-am-osterbach.de,3.0,Werner Wicker GmbH & Co. KG,6.0,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,
5.0,770.0,4.0,Klinik am Rosengarten,Westkorso,22,32545.0,Bad Oeynhausen,05731 3050,info@klinikamrosengarten.de,www.klinikamrosengarten.de,1.0,Klinik am Rosengarten im Staatsbad Oeynhausen GmbH,6.0,204,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,124.0,,,,,,,,,,,,,,
5.0,770.0,4.0,Klinik Bad Oexen - Rehaklinik,Oexen,27,32549.0,Bad Oeynhausen,05731 537-0,klinik@badoexen.de,www.badoexen.de,3.0,Klinik Bad Oexen Brinkmeier GmbH & Co. KG,6.0,332,,,,,,305.0,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,770.0,4.0,Klinik Porta Westfalica,Steinstr.,65,32547.0,Bad Oeynhausen,05731 185-0,info@kpw.eu,www.kpw.eu,3.0,Klinik Porta Westfalica GmbH & Co. KG,6.0,350,,130.0,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,
5.0,770.0,4.0,MATERNUS-Klinik für Rehabilitation GmbH & Co. KG,Am Brinkkamp,16,32545.0,Bad Oeynhausen,05731 858200,info@maternus-klinik.de,www.maternus-klinik.de,3.0,MATERNUS-Klinik für Rehabilitation GmbH & Co. KG,6.0,540,,20.0,,80.0,,,,,,,,,,,,,,,,,,,,310.0,,,,,130.0,,,,,,,,,,,,,,
5.0,770.0,4.0,MEDIAN Klinik am Park Bad Oeynhausen,Westkorso,14,32545.0,Bad Oeynhausen,05731 8652816,patientenaufnahme.badoeynhausen@median-kliniken.de,www.median-kliniken.de/de/median-klinik-am-park-bad-oeynhausen,3.0,Quellenhof KG Salze-Klinik GmbH & Co.,6.0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,
5.0,770.0,24.0,Mindener Institut für Rehabilitation,Johansenstr.,1,32423.0,"Minden, Westfalen",0571 8294999,reha-minden@club74ev.de,www.club74ev.de,2.0,Stiftung Club 74,6.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
5.0,770.0,28.0,Weserland-Klinik Bad Hopfenberg - Reha,Bremer Straße,27,32469.0,Petershagen,05707 29-0,service@bad-hopfenberg.de,www.bad-hopfenberg.de,3.0,Private Kliniken Dr. Dr. med. Nebel Weserland-Klinik Bad Hopfenberg GmbH & Co. KG,6.0,265,,,40.0,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,,
5.0,770.0,36.0,HolsingVital GmbH - Fachklinik für Orthopädie/Gesundheitszentrum am Wiehengebirge,Brunnenallee,3,32361.0,Preußisch Oldendorf,05741 275-0,info@holsingvital.de,www.holsingvital.de,3.0,HolsingVital GmbH,6.0,150,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,
5.0,774.0,8.0,Cecilien-Klinik Bad Lippspringe,Lindenstr.,26,33175.0,Bad Lippspringe,05252 95-1200,info.cec@medizinisches-zentrum.de,www.medizinisches-zentrum.de,1.0,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6.0,176,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,774.0,8.0,Klinik am Park - Rehabilitationsklinik,Auguste-Viktoria-Allee,25,33175.0,Bad Lippspringe,05252 952700,info.kap@medizinisches-zentrum.de,www.medizinisches-zentrum.de/einrichtungen/klinik-am-park,1.0,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6.0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,66.0,,,,,
5.0,774.0,8.0,Klinik Martinusquelle/Rehabilitationskliniken,An der Martinusquelle,10,33175.0,Bad Lippspringe,05252 95-2000,info.kmq@medizinisches-zentrum.de,www.medizinisches-zentrum.de,1.0,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6.0,253,,,,60.0,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,774.0,8.0,Klinik Waldfrieden,Paul-Fürstenberg-Str.,2,33175.0,Bad Lippspringe,05252 2001-0,info@klinik-waldfrieden.de,www.klinik-waldfrieden.de,3.0,Klinik Waldfrieden - Bad Lippspringe,6.0,56,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,774.0,8.0,Teutoburger-Wald-Klinik,Kurparkstraße,21,33175.0,Bad Lippspringe,05252 95-3100,info.twk@medizinisches-zentrum.de,www.medizinisches-zentrum.de/einrichtungen/teutoburger-wald-klinik,1.0,Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH,6.0,150,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,
5.0,774.0,12.0,Reha-Klinik Schloss Hamborn,Schloss Hamborn,85,33178.0,Borchen,05251 3886-0,rehaklinik@schlosshamborn.de,www.schlosshamborn.de,2.0,Schloss Hamborn Rudolf Steiner Werkgemeinschaft e.V.,6.0,75,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,774.0,32.0,RPK Paderborn,Lindenweg,5,33098.0,Paderborn,05251 89223600,verwaltung@spi-paderborn.de,www.spi-paderborn.de,2.0,SPI Paderborn e. V.,6.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
5.0,774.0,40.0,Aatalklinik Wünnenberg GmbH,In den Erlen,22,33181.0,Bad Wünnenberg,02953 970-0,info@aatalklinik.de,www.aatalklinik.de,3.0,Aatalklinik Wünnenberg GmbH,6.0,210,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,190.0,,,,,,,,,,,,,,
5.0,911.0,0.0,Fachklinik Bussmannshof - Rehaklinik,Ernst-Erwin-Bußmann-Pfad,11,44869.0,Bochum,02327 9754-0,webmaster@bussmannshof.de,www.bussmannshof.de,2.0,bussmannshof gGmbh,6.0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,
5.0,911.0,0.0,Marien-Hospital Wattenscheid-Geriatrische Reha,Parkstr.,15,44866.0,Bochum,02327 807-710,info@klinikum-bochum.de,www.klinikum-bochum.de,2.0,Katholisches Klinikum Bochum gGmbH,6.0,100,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,913.0,0.0,Fachklinik Ostberge,Ostberger Str.,17,44289.0,Dortmund,02304 941200,verwaltung@ostberge.de,www.fachklinik-ostberge.de,3.0,Fachklinik Ostberge GmbH,6.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,
5.0,913.0,0.0,Friederike-Fliedner-Haus,Kirchenstr.,25,44147.0,Dortmund,0231 427886-0,ffh@diakoniedortmund.de,www.diakoniedortmund.de/psychische-erkrankung/friederike-fliedner-haus.html,1.0,Diakonisches Werk Dortmund und Lünen gGmbH,6.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,
5.0,913.0,0.0,Johanniter-Klinik am Rombergpark GmbH,Am Rombergpark,42,44225.0,Dortmund,0231 610609-0,info@do.johanniter-kliniken.de,www.johanniter.de,2.0,Johanniter-Klinik am Rombergpark GmbH,6.0,195,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,130.0,,,,,,,,,,,,,,
5.0,913.0,0.0,LWL-Rehabilitationszentrum Ruhrgebiet,Marsbruchstraße,179,44287.0,Dortmund,0231 4503-01,lwl@lwl.org,www.lwl-klinik-dortmund.de,1.0,Landschaftsverband Westfalen-Lippe KdöR,7.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
5.0,914.0,0.0,Klinik am Kaisberg - Rehabilitation,Wortherbruchstr.,14,58089.0,"Hagen, Westfalen",02331 3731-500,kaisberg@awo-ha-mk.de,www.awo-ha-mk.de/klinik-am-kaisberg,1.0,AWO Unterbezirk Hagen-Märkischer Kreis,6.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,
5.0,914.0,0.0,VAMED Klinik Hagen-Ambrock - Rehaklinik -,Ambrockerweg,60,58091.0,"Hagen, Westfalen",02331 9740,info@vamed-gesundheit.de,www.vamed-gesundheit.de,3.0,VAMED Kliniken GmbH,6.0,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,,,,,,,,,,,,,,
5.0,915.0,0.0,Rehabilitation der LWL-Universitätsklinik Hamm,Heithofer Allee,64,59071.0,"Hamm, Westfalen",02381 893-0,lwl-uk-hamm@lwl.org,www.lwl-uk-hamm.de,1.0,Landschaftsverband Westfalen-Lippe KdöR,7.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,
5.0,954.0,8.0,Klinik Königsfeld,Holthauser Talstr.,2,58256.0,Ennepetal,02333 98880,info@klinik-koenigsfeld.de,www.klinik-koenigsfeld.de,1.0,Deutsche Rentenversicherung Westfalen,6.0,193,,,,126.0,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,
5.0,954.0,16.0,VAMED Klinik Hattingen-Rehabilitationszentrum,Am Hagen,20,45527.0,Hattingen,02324 966-0,info.hattingen@vamed-gesundheit.de,www.vamed-gesundheit.de/reha/hattingen,3.0,VAMED Klinik Hattingen GmbH,6.0,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,
5.0,958.0,12.0,Klinik Brilon Wald,Friedrich-Köster-Weg,2,59929.0,Brilon,02961 9810,info@reha-kbw.de,www.reha-kbw.de,3.0,Klinik Brilon Wald GmbH & Co. KG,6.0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,
5.0,958.0,40.0,Fachkrankenhaus Kloster Grafschaft,Annostr.,1,57392.0,Schmallenberg,02972 791-00,verwaltung@fkkg.de,www.krankenhaus-klostergrafschaft.de,2.0,Fachkrankenhaus Kloster Grafschaft GmbH,6.0,75,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,958.0,40.0,Johannesbad Fachklinik Fredeburg,Zu den Drei Buchen,1,57395.0,Schmallenberg,02974 72-0,info.fkf@johannesbad.com,www.johannesbad-medizin.com/bad-fredeburg-fachklinik-fredeburg,3.0,Johannesbad Kliniken Fredeburg GmbH,6.0,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,
5.0,958.0,40.0,Johannesbad Fachklinik Hochsauerland,Zu den Drei Buchen,2,57392.0,Schmallenberg,02974 73-0,nfo.hsl@johannesbad.com,www.fachklinik-hochsauerland.de,3.0,Johannesbad Kliniken Fredeburg GmbH,6.0,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,
5.0,962.0,16.0,Gut Holmecke,Holmecker Weg,50,58675.0,Hemer,02372 9870,info@univita.com,www.univita.com,3.0,UNIVITA GmbH,6.0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,,,,
5.0,962.0,32.0,Fachklinik Spielwigge - Rehaklinik Lüdenscheid-,Spielwigge,65,58515.0,Lüdenscheid,02351 9485-0,info@fachklinik-spielwigge.de,www.fachklinik-spielwigge.de,2.0,Fachklinik Spielwigge GmbH & Co. KG,6.0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,
5.0,970.0,4.0,"Klinik ""Haus am Schloßpark""",Hochstr.,7,57319.0,Bad Berleburg,02751 804-0,info@lymphklinik.com,www.lymphklinik.com,3.0,"Klinik ""Haus am Schloßpark"" GmbH",6.0,60,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,970.0,4.0,VAMED Rehaklinik Bad Berleburg,Am Schloßpark,11,57319.0,Bad Berleburg,02751 8810000,info@vamed-gesundheit.de,www.vamed-gesundheit.de/reha/bad-berleburg,3.0,VAMED Rehaklinik Bad Berleburg GmbH,6.0,423,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,58.0,,161.0,,,141.0,,,,,,,,,,,
5.0,970.0,20.0,Celenus Klinik für Neurologie Hilchenbach,Ferndorfstr.,14,57271.0,Hilchenbach,02733 897-0,info@klinik-hilchenbach.de,www.klinik-hilchenbach.de,3.0,Celenus Fachklinik Hilchenbach GmbH,6.0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,
5.0,970.0,40.0,RESELVE gGmbH,Scheidweg,5,57072.0,Siegen,0271 37513-21,info@reselve.de,www.reselve.de/medizinische-rehabilitation,2.0,RESELVE gGmbH,6.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
5.0,974.0,8.0,Kinderfachklinik Bad Sassendorf,Lüttgenweg,2,59505.0,Bad Sassendorf,02921 96000,info@kinderfachklinik.de,www.kinderfachklinik.de,3.0,Kinderfachklinik Bad Sassendorf GmbH,6.0,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,
5.0,974.0,8.0,Klinik Am Hellweg,Kaiserstraße,16,59505.0,Bad Sassendorf,02921 501-02,info@klinik-hellweg.de,www.klinik-hellweg.de/,2.0,Klinik am Hellweg GmbH,6.0,275,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,8.0,Klinik Lindenplatz,Weslarner Str.,29,59505.0,Bad Sassendorf,02921 501-03,info@klinik-lindenplatz.de,www.klinik-lindenplatz.de,3.0,Klinik Lindenplatz GmbH,6.0,224,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,8.0,Klinik Quellenhof,Hepper Straße,3,59505.0,Bad Sassendorf,02921 507-0,empfang@klinik-quellenhof.de,www.klinik-quellenhof.de,2.0,Klinik Quellenhof GmbH,6.0,142,,,82.0,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,8.0,Medical Park Bad Sassendorf GmbH,Berliner Str.,9,59505.0,Bad Sassendorf,02921 5030,badsassendorf@medicalpark.de,www.klinikimpark.de,3.0,Medical Park Bad Sassendorf GmbH,6.0,212,,,,,,,,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,8.0,Rehaklinik Wiesengrund,Berliner Straße,100,59505.0,Bad Sassendorf,02921 5020,info@reha-klinik-wiesengrund.de,www.reha-klinik-wiesengrund.de,3.0,Klinik Wiesengrund GmbH & Co. KG,6.0,174,,,,,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,16.0,Klinik Solequelle,Mühlenweg,13,59597.0,Erwitte,02943 8940,info@klinik-solequelle.de,www.reha.klinik-solequelle.de,3.0,Klinik Solequelle Kemper GmbH,6.0,159,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,16.0,Klinik Wiesengrund,Mühlenweg,15,59597.0,Erwitte,02943 8990,nfo@klinik-wiesengrund.de,www.klinik-wiesengrund.de,3.0,Klinik Wiesengrund Lüning Betreiber GmbH,6.0,140,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,28.0,JONA - Facheinrichtung für medizinische Rehabilitation,Jahnweg,10,59555.0,Lippstadt,02941 9745-0,jona@skm-lippstadt.de,www.skm-lippstadt.de,2.0,SKM-Sozialdienst Katholischer Männer e.V.,6.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
5.0,974.0,28.0,Klinik Eichholz,Walkenhausweg,8,59556.0,Lippstadt,02941 800-0,info@klinik-eichholz.de,www.klinik-eichholz.de,3.0,Gesundheitszentrum in Bad Waldliesborn GmbH,6.0,225,,,,95.0,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,28.0,Reha-Klinik Panorama,Eichenweg,3-5,59556.0,Lippstadt,02941 8810,info@reha-klinik-panorama.de,www.reha-klinik-panorama.de,3.0,Reha-Klinik Panorama GmbH,6.0,164,,34.0,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,
5.0,974.0,32.0,Dr. Becker Klinik Möhnesee,Schnappweg,2,59519.0,Möhnesee,0221 934647-0,info@dbkg.de,www.dbkg.de/kliniken/dr-becker-klinik-mohnesee,3.0,Dr. Becker Klinikgesellschaft Möhnesee GmbH,6.0,230,20.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,
5.0,974.0,44.0,LWL-Rehabilitationszentrum Südwestfalen,Franz-Hegemann-Str.,23,59581.0,Warstein,02902 82-0,Info-Kliniken-Lippstadt-Warstein@lwl.org,www.lwl-klinik-warstein.de,1.0,Landschaftsverband Westfalen-Lippe KdöR,7.0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,
5.0,974.0,56.0,Ruhrtalklinik Wickede,Wimberner Kirchweg,45,58739.0,Wickede,02373 9263,info@ruhrtalklinik.de,www.ruhrtalklinik.de,3.0,Ruhrtalklinik GmbH,6.0,90,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,978.0,36.0,Club Handicap-Rehaeinrichtung,Gesellschaftsstr.,10,59423.0,Unna,02303 25121-0,info@clubhandicap.de,www.clubhandicap.de,3.0,Club Handicap e.V.,6.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,
6.0,414.0,0.0,MEDIAN Klinik NRZ Wiesbaden,Aukammallee,39,65191.0,Wiesbaden,0611 43-60,kontakt.nrz-wiesbaden@median-kliniken.de,www.median-kliniken.de/de/median-klinik-nrz-wiesbaden,3.0,MEDIAN Klinik NRZ Wiesbaden GmbH,6.0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,
6.0,414.0,0.0,MEDIAN Reha-Zentrum Wiesbaden Sonnenberg,Leibnizstraße,23/25,65191.0,Wiesbaden,0611 571-0,kontakt.sonnenberg@median-kliniken.de,www.median-kliniken.de/de/median-reha-zentrum-wiesbaden-sonnenberg,3.0,MEDIAN Reha-Zentrum Wiesbaden Sonnenberg GmbH & Co. KG,6.0,413,,80.0,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,65.0,,,,,,,,,,,
6.0,431.0,2.0,Klinik Schloss Falkenhof,Nibelungenstraße,109,64625.0,Bensheim,06251 102-0,falkenhof@caritas-bergstrasse.de,www.klinik-falkenhof.de,2.0,Caritasverband Darmstadt e.V.,7.0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,
6.0,431.0,15.0,Eleonoren-Klinik,Am Kaiserturm,6,64678.0,Lindenfels,06255 302-0,eleonoren-klinik@drv-hessen.de,www.eleonoren-klinik.de,1.0,Deutsche Rentenversicherung Hessen,6.0,180,1.0,1.0,,,,8.0,89.0,20.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,1.0,,,,
6.0,432.0,1.0,Asklepios Hirschpark Klinik,Lindenstraße,12,64665.0,Alsbach-Hähnlein,06257 501-0,info.alsbach@asklepios.com,www.asklepios.com/alsbach,3.0,Asklepios Klinik Alsbach GmbH,6.0,157,,,,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,
6.0,432.0,13.0,RPK Modau,Kirchstraße,39,64372.0,Ober Ramstadt,06167 7900-0,info@reas.de,www.reas.de,3.0,REAS GmbH & Co. KG,6.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
6.0,432.0,14.0,Haus Burgwald gGmbH,In der Mordach,3,64367.0,Mühltal,06151 9462-0,info@haus-burgwald.de,www.haus-burgwald.de,2.0,Stiftung Waldmühle,6.0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,
6.0,434.0,1.0,Klinik Dr. Baumstark,Viktoriaweg,18,61350.0,Bad Homburg,06172 407-0,info@klinik-dr-baumstark.de,www.klinik-dr-baumstark.de,3.0,Betriebsgesellschaft Klinik Dr. Baumstark GmbH Bad Homburg v. d. Höhe,6.0,160,,5.0,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,
6.0,434.0,1.0,Paul-Ehrlich-Klinik,Landgrafenstraße,2-8,61348.0,Bad Homburg,06172 128-0,bad-homburg-info@kbs.de,www.kbs.de,1.0,Deutsche Rentenversicherung Knappschaft-Bahn-See,6.0,190,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,70.0,,,,,,,,,,,
