2,404,407,Katholisches Kinderkrankenhaus Wilhelmstift,Epilepsie Monitoring Neuropädiatrie Alsterdorf,Bodelschwingstraße,38,22337,Hamburg,,Controlling@KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de/,2,Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2,0,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,405,409,Asklepios Westklinikum GmbH,Tagesklinik Ulmenhof,Ulmenstraße,29a,22299,Hamburg,,a.hilgefort@asklepios.com,www.asklepios.com/hamburg/westklinikum/,3,Asklepios Westklinikum GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,405,411,Verhaltenstherapie Falkenried- Privatklinik,Verhaltenstherapie Falkenried - Privatklinik,Barmbeker Straße,2,22303,Hamburg,040 688930125,beck@vt-falkenried.de,vt-falkenried.de/unsere-tageskliniken/,3,Verhaltenstherapie Falkenried MVZ GmbH,4,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,405,411,Verhaltenstherapie Falkenried- Psychosomatische Tagesklinik,Verhaltenstherapie Falkenried - Psychosomatische Tagesklinik,Jarrestraße,6,22303,Hamburg,040 688930125,beck@vt-falkenried.de,vt-falkenried.de/tageskliniken/,3,Verhaltenstherapie Falkenried MVZ GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,406,414,Evangelisches Krankenhaus Alsterdorf gGmbH,Tagesklinik Uhlenhorst,Winterhuder Weg,29,22085,Hamburg,040 5077 3217,v.kothcier@alsterdorf.de,evangelisches-krankenhaus-alsterdorf.de/,2,Evangelisches Krankenhaus Alsterdorf gGmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,407,417,Kath. Marienkrankenhaus gGmbH,Kath. Marienkrankenhaus Hamburg,Alfredstraße,9,22087,Hamburg,,simon.controlling@marienkrankenhaus.org,www.marienkrankenhaus.org/,2,Katholisches Marienkrankenhaus gGmbH,2,3,2,2,2,2,2,578,42.0,,,,,,,,,,,,,,,,109.0,,,,44.0,,,,,,,,,,,18.0,,,34.0,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,13.0,,,,,,,,,,,38.0,,,,50.0,93.0,,,,,,49.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,407,417,Katholisches Kinderkrankenhaus Wilhelmstift,Neonatologische Intensivstation (MK),Alfredstraße,9,22087,Hamburg,,Controlling@KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de/,2,Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2,0,2,2,2,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,408,423,Privatpatientenklinik der Schön Klinik Hamburg Eilbek,Privatpatientenklinik der Schön Klinik Hamburg Eilbek,Dehnhaide,120,22081,Hamburg,040 20923165,ggruening@schoen-klinik.de,www.schoen-klinik.de/hamburg-eilbek/privatklinik,3,Schön Klinik Hamburg SE & Co. KG,4,0,2,2,2,2,2,35,2.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,408,423,Schön Klinik Hamburg Eilbek,Schön Klinik Hamburg Eilbek,Dehnhaide,120,22081,Hamburg,040 20923165,ggruening@schoen-klinik.de,www.schoen-klinik.de/hamburg-eilbek,3,Schön Klinik Hamburg SE & Co. KG,2,2,2,2,2,2,2,751,90.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,169.0,,,,,118.0,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,410,429,Asklepios Klinik Barmbek,Hauptstandort,Rübenkamp,220,22307,Hamburg,,,www.asklepios.com/hamburg/barmbek/,3,Asklepios Kliniken Hamburg GmbH,2,3,2,2,2,2,2,645,,,,,,,,,,,,,,,,,,,,,51.0,49.0,,,37.0,,,,,,,48.0,,,73.0,,,,,,,,,,,,,,,,,33.0,,,,51.0,,,,,,,,,,,,,,8.0,,,,,,,,,46.0,,,,45.0,75.0,,,,,,,33.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,
2,410,429,Privita-Komfortklinik in der Asklepios Klinik Barmbek,Privita-Komfortklinik in der Asklepios Klinik Barmbek,Rübenkamp,220,22307,Hamburg,0181882-6400,u.list@asklepios.com,www.asklepios.com/hamburg/barmbek/,3,Asklepios Kliniken Hamburg GmbH,4,0,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,413,432,Asklepios Klinik Nord,Ochsenzoll,Langenhorner Chaussee,560,22419,Hamburg,,,www.asklepios.com/hamburg/nord/,3,Asklepios Kliniken Hamburg GmbH,2,0,2,2,2,2,2,506,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,413,432,Asklepios Klinik Nord,Heidberg,Tangstedter Landstraße,400,22417,Hamburg,,,www.asklepios.com/hamburg/nord/,3,Asklepios Kliniken Hamburg GmbH,2,3,2,1,2,1,2,654,87.0,,,,,,,,,,,,,,,,124.0,,,,50.0,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,15.0,,,,26.0,,,,,,,,,,,28.0,22.0,,,,,,,,,,,,,,,36.0,30.0,,,,,,45.0,54.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,413,432,Katholisches Kinderkrankenhaus Wilhelmstift,Tagesklinik f. Kinder- u. Jugendpsychiatrie Nord,Tangstedter Landstraße,111,22417,Hamburg,,Controlling@KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de/,2,Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,413,432,Privita-Komfortklinik in der Asklepios Klinik Nord,Privita-Komfortklinik in der Asklepios Klinik Nord,Tangstedter Landstraße,400,22417,Hamburg,040 1818-1550,c.kolossa@asklepios.com,www.asklepios.com/hamburg/nord/,3,Asklepios Kliniken Hamburg GmbH,4,0,2,2,2,2,2,29,3.0,,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,502,509,Bundeswehrkrankenhaus Hamburg,Bundeswehrkrankenhaus Hamburg,Lesserstraße,180,22049,Hamburg,,peter1noll@bundeswehr.org,hamburg.bwkrankenhaus.de/startseite.html,1,Bundesministerium der Verteidigung,5,1,2,2,2,2,2,150,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,503,511,Asklepios Klinik Nord,Wandsbek,Jüthornstraße,71,22043,Hamburg,,,www.asklepios.com/hamburg/nord/,3,Asklepios Kliniken Hamburg GmbH,2,0,2,2,2,2,2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,503,511,Asklepios Klinik Wandsbek,Asklepios Klinik Wandsbek,Alphonsstraße,14,22043,Hamburg,,,www.asklepios.com/hamburg/wandsbek/,3,Asklepios Kliniken Hamburg GmbH,2,3,2,2,2,2,2,515,,,,,,,,,,,,,,,,,161.0,,,,92.0,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,17.0,3.0,,,,,,,,,,20.0,,,,38.0,23.0,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,503,511,Katholisches Kinderkrankenhaus Wilhelmstift,Neonatologische Station am AK Wandsbek,Alphonsstraße,14,22043,Hamburg,,Controlling@KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de/,2,Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2,0,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,503,511,Privita-Komfortklinik in der Asklepios Klinik Wandsbek,Privita-Komfortklinik in der Asklepios Klinik Wandsbek,Alphonsstraße,14,22043,Hamburg,,do.berger@asklepios.com,www.asklepios.com/hamburg/wandsbek/,3,Asklepios Kliniken Hamburg GmbH,4,0,2,2,2,2,2,17,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,508,516,Asklepios Klinik Nord,Steilshoop,Steilshooper Straße,293,22309,Hamburg,,,www.asklepios.com/hamburg/nord/,3,Asklepios Kliniken Hamburg GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,517,525,Asklepios Klinik Nord,Volksdorf,Kattjahren,24,22359,Hamburg,,,www.asklepios.com/hamburg/nord/,3,Asklepios Kliniken Hamburg GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,517,525,Asklepios Klinik Nord,Private Tagesklinik Walddörfer,Halenreie,40,22359,Hamburg,,,www.asklepios.com/hamburg/nord/,3,Asklepios Kliniken Hamburg GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,517,525,Evangelisches Amalie Sieveking-Krankenhaus gGmbH,Hamburg Volksdorf,Haselkamp,33,22359,Hamburg,040 588 2888,heiko.geest@immanuelalbertinen.de,www.albertinen.de,2,Evangelisches Amalie Sieveking-Krankenhaus gemeinnützige GmbH,2,2,2,2,2,2,2,344,81.0,,,,,,,,,,,,,,,,73.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,40.0,,,,,,,,,,,,,,15.0,,,,,,,,11.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,518,526,Katholisches Kinderkrankenhaus Wilhelmstift,Hauptstandort,Liliencronstraße,130,22149,Hamburg,,Controlling@KKH-Wilhelmstift.de,www.kkh-wilhelmstift.de/,2,Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,2,0,2,1,2,2,2,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,18.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,5.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
2,601,601,BG Klinikum Hamburg gGmbH,Hauptstandort,Bergedorfer Straße,10,21033,Hamburg,,B.Eichler@bgk-hamburg.de,www.bg-kliniken.de/klinikum-hamburg/,2,BG Klinikum Hamburg gGmbH,2,2,2,2,2,2,2,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,
2,601,601,Praxis-Klinik Bergedorf GmbH,Hauptstandort,Alte Holstenstraße,2,21031,Hamburg,040 72575290,hewelt@praxis-klinik-bergedorf.de,www.praxis-klinik-bergedorf.de/,3,Praxis-Klinik Bergedorf GmbH,2,0,2,2,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
2,602,602,Bergedorfer Praxisklinik für Plastische Chirurgie,Bergedorfer Praxisklinik für Plastische Chirurgie,Hinterm Graben,28,21029,Hamburg,040 18235170,post@plastische-chirurgie-elsner.de,www.plastische-chirurgie-elsner.de/,3,Dr. med Triinu Elsner Bergedorfer Praxisklinik für Plastische Chirurgie,4,0,2,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,602,603,AGAPLESION Bethesda Krankenhaus Bergedorf gGmbH,Bethesda Krankenhaus Bergedorf,Glindersweg,80,21029,Hamburg,,furmanski@bkb.info,www.klinik-bergedorf.de/start,2,AGAPLESION BETHESDA KRANKENHAUS BERGEDORF gemeinnützige GmbH,2,2,2,2,2,2,2,344,80.0,,30.0,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,27.0,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,710,711,Asklepios Klinikum Harburg,Hauptstandort,Eißendorfer Pferdeweg,52,21075,Hamburg,,,www.asklepios.com/hamburg/harburg/,3,Asklepios Kliniken Hamburg GmbH,2,3,2,2,2,2,2,852,,,,,,,,,,,,,,,,,58.0,,,,46.0,10.0,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,116.0,,28.0,,,,,,,,,,,18.0,30.0,10.0,26.0,,,,32.0,,,,,45.0,,,,50.0,,,,,,,32.0,,49.0,,,,,185.0,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,
2,710,711,Helios Mariahilf Klinik Hamburg GmbH,Helios Mariahilf Klinikum Hamburg,Stader Straße,203c,21075,Hamburg,040 79006537,murat.oezguenay@helios-gesundheit.de,www.helios-gesundheit.de/kliniken/helios-mariahilf-klinik-hamburg/,3,Helios Mariahilf Klinik Hamburg GmbH,2,1,2,1,2,2,2,176,20.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,6.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,714,715,Asklepios Klinikum Harburg,Tagesklinik Neugraben,Lütt Enn,4,21149,Hamburg,,,www.asklepios.com/hamburg/harburg/,3,Asklepios Kliniken Hamburg GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Augenklinik Dr. Hoffmann,Braunschweig - Stationäre Behandlung,Wolfenbütteler Straße,82,38102,Braunschweig,0531 273380,verwaltung@augenklinik-dr-hoffmann.de,www.augenklinik-dr-hoffmann.de,3,"Dres. Genée, Weigmann",2,0,2,2,2,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Ev.-luth. Diakonissenanstalt Marienstift,Krankenhaus Marienstift - Stationäre Behandlung,Helmstedter Straße,35,38102,Braunschweig,0531 7011-0,marienstift@marienstift-braunschweig.de,www.marienstift-braunschweig.de,2,Ev.-luth. Diakonissenanstalt Marienstift,2,1,2,2,2,2,2,163,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Herzogin-Elisabeth-Hospital,Hauptstandort - Stationäre Behandlung,Leipziger Straße,24,38124,Braunschweig,0531 699-0,info@heh-bs.de,www.heh-bs.de,2,Herzogin-Elisabeth-Hospital,2,1,2,2,2,2,2,245,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Klinik am Zuckerberg GmbH,Klinik am Zuckerberg,Am Zuckerbergweg,2,38124,Braunschweig,0531 26330,info@klinikamzuckerberg.de,www.klinikamzuckerberg.de,3,Klinik am Zuckerberg GmbH,4,0,2,2,2,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Städtisches Klinikum Braunschweig,Klinikum Salzdahlumer Straße - Stationäre Behandlung,Salzdahlumer Straße,90,38126,Braunschweig,0531 595-0,info@klinikum-braunschweig.de,www.klinikum-braunschweig.de,1,Städtisches Klinikum Braunschweig gGmbH,2,2,2,2,2,2,2,687,143.0,,81.0,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,10.0,,,51.0,,,,,,,,,,,36.0,,,,,,,71.0,,,,,40.0,,,,,,,,,,,,16.0,69.0,,,,,86.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Städtisches Klinikum Braunschweig,Klinikum Holwedestraße - Stationäre Behandlung,Holwedestraße,16,38118,Braunschweig,0531 595-0,info@klinikum-braunschweig.de,www.klinikum-braunschweig.de,1,Städtisches Klinikum Braunschweig gGmbH,2,0,1,2,2,2,2,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,13.0,,,,,,,,,,,9.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Städtisches Klinikum Braunschweig,Klinikum Celler Straße - Stationäre Behandlung,Celler Straße,38,38114,Braunschweig,0531 595-0,info@klinikum-braunschweig.de,www.klinikum-braunschweig.de,1,Städtisches Klinikum Braunschweig gGmbH,2,0,2,2,2,2,2,300,,,,,,,,,,,,,,,,,69.0,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,28.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Venenzentrum Braunschweig,Venenzentrum Braunschweig GmbH- Zuckerbergweg - Stationäre Behandlung,Am Zuckerbergweg,2,38124,Braunschweig,0531 707080,info@venenzentrum-bs.de,www.venenzentrum-braunschweig.de,3,Venenzentrum Braunschweig GmbH,2,0,2,2,2,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101,0,Venenzentrum Braunschweig,Venenzentrum GmbH,Kastanienallee,18-19,38102,Braunschweig,0531 707080,info@venenzentrum-bs.de,www.venenzentrum-braunschweig.de,3,Venenzentrum Braunschweig GmbH,2,0,2,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,102,0,HELIOS Klinikum Salzgitter GmbH,Hauptstandort - Stationäre Behandlung,Kattowitzer Straße,191,38226,Salzgitter,05341 835-0,info.salzgitter@helios-gesundheit.de,www.helios-gesundheit.de,3,HELIOS Klinikum Salzgitter GmbH,2,2,2,1,2,2,2,286,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,27.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,102,0,St. Elisabeth-Krankenhaus Salzgitter gemeinnützige Gesellschaft mbH,Hauptstandort - Stationäre Behandlung,Liebenhaller Straße,20,38259,Salzgitter,05341 824-0,kontakt@st-elisabeth-sz.de,www.st-elisabeth-sz.de,2,St. Elisabeth-Krankenhaus Salzgitter gemeinnützige Gesellschaft mbH,2,1,2,2,2,2,2,108,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,103,0,Klinikum Wolfsburg,Klinikum Wolfsburg - Stationäre Behandlung,Sauerbruchstraße,7,38440,Wolfsburg,05361 80-0,info@klinikum.wolfsburg.de,www.klinikum-wolfsburg.de,1,Klinikum Wolfsburg,2,3,2,1,2,2,2,547,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,49.0,,,,,,45.0,3.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,151,9,HELIOS Klinikum Gifhorn GmbH,HELIOS Klinikum Gifhorn - Stationäre Behandlung,Campus,6,38518,Gifhorn,05371 87-0,sekretariat.gf@helios-gesundheit.de,www.helios-gesundheit.de,3,HELIOS Klinikum Gifhorn Gmbh,2,2,2,1,2,1,1,372,160.0,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,28.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
